round,lang_id,variable,iso_alpha2,country,lang_name,glottocode,glottolog_name,level
4,744,Q3,TZ,17,Kikwere,kere1283,Kerewe,language
4,745,Q3,TZ,17,Kipare,asut1235,Asu (Tanzania),language
4,746,Q3,TZ,17,Kihehe,hehe1240,Hehe,language
4,747,Q3,TZ,17,Kimakonde,mako1251,Makonde,language
4,748,Q3,TZ,17,Kinyamwezi,nyam1276,Nyamwezi,language
4,749,Q3,TZ,17,Kisukuma,suku1261,Sukuma,language
4,750,Q3,TZ,17,Kimasai,masa1300,Masai,language
4,752,Q3,TZ,17,Kikurya,kuri1259,Kuria,language
4,753,Q3,TZ,17,Kigogo,gogo1263,Gogo,language
4,754,Q3,TZ,17,Kiluguru,lugu1238,Luguru,language
4,755,Q3,TZ,17,Kifipa,fipa1238,Fipa,language
4,756,Q3,TZ,17,Kimanyema,nyam1276,Nyamwezi,language
4,757,Q3,TZ,17,Kinyiramba,nila1242,Nilamba,language
4,758,Q3,TZ,17,Kinyaturu,nyat1246,Nyaturu,language
4,759,Q3,TZ,17,Kibena,bena1262,Bena (Tanzania),language
4,760,Q3,TZ,17,Kiha,haaa1252,Ha,language
4,761,Q3,TZ,17,Kihangaza,hang1260,Hangaza,language
4,762,Q3,TZ,17,Kiiraqi,iraq1241,Iraqw,language
4,763,Q3,TZ,17,Kijaluo,luok1236,Luo (Kenya and Tanzania),language
4,764,Q3,TZ,17,Kijita,jita1239,Jita,language
4,765,Q3,TZ,17,Kikinga,nucl1379,Kinga,language
4,766,Q3,TZ,17,Kimatengo,mate1258,Matengo,language
4,767,Q3,TZ,17,Kimwera,mwer1248,Mwera (Chimwera),language
4,768,Q3,TZ,17,Kindali,ndal1241,Ndali,language
4,769,Q3,TZ,17,Kindendeule,nden1249,Ndendeule,language
4,770,Q3,TZ,17,Kinyambo,nyam1277,Nyambo,language
4,771,Q3,TZ,17,Kipogoro,pogo1243,Pogolo,language
4,772,Q3,TZ,17,Kisambaa,sham1280,Shambala,language
4,773,Q3,TZ,17,Kiyao,yaoo1241,Yao,language
4,774,Q3,TZ,17,Kizaramo,zara1247,Zaramo,language
4,775,Q3,TZ,17,Kizigua,zigu1242,Zigula,language
4,776,Q3,TZ,17,Kizinza,zinz1238,Zinza,language
4,777,Q3,TZ,17,Kirangi,lang1320,Langi,language
4,780,Q3,UG,18,Luganda,gand1255,Ganda,language
4,781,Q3,UG,18,Runyankole,nyan1307,Nyankole,language
4,782,Q3,UG,18,Runyolo,nyor1246,Nyoro,language
4,783,Q3,UG,18,Lusoga,soga1242,Soga,language
4,784,Q3,UG,18,Lumasaba,masa1299,Masaaba,language
4,785,Q3,UG,18,Lukhonjo,konz1239,Konzo,language
4,786,Q3,UG,18,Lunyole,nyol1238,Nyole,language
4,787,Q3,UG,18,Ateso,teso1249,Teso,language
4,788,Q3,UG,18,Acholi,acol1236,Acoli,language
4,789,Q3,UG,18,Alur,alur1250,Alur,language
4,790,Q3,UG,18,Lugbara,lugb1240,Lugbara,language
4,791,Q3,UG,18,Madi,sout2827,Southern Moru-Madi,family
4,792,Q3,UG,18,Japhadhola,adho1243,Adhola,language
4,793,Q3,UG,18,Lusamia,saam1283,Saamia,language
4,794,Q3,UG,18,Lugwere,gwer1238,Gwere,language
4,795,Q3,UG,18,Rukiga,chig1238,Chiga,language
4,796,Q3,UG,18,Rutooro,toor1238,Tooro,language
4,797,Q3,UG,18,Langi,lang1324,Lango (Uganda),language
4,798,Q3,UG,18,Kakwa,kakw1240,Kakwa,language
4,799,Q3,UG,18,Kumam,kuma1275,Kumam,language
4,800,Q3,UG,18,Lululi,ruul1235,Ruuli,language
4,801,Q3,UG,18,Lwamba,amba1263,Amba (Uganda),language
4,802,Q3,UG,18,Nubian,nubi1253,Nubi,language
4,803,Q3,UG,18,Rufumbira,kiny1244,Kinyarwanda,language
4,804,Q3,UG,18,Runyarwanda,kiny1244,Kinyarwanda,language
4,805,Q3,UG,18,Sabiny,kups1238,Kupsabiny,language
4,820,Q3,ZM,19,Bemba,bemb1257,Bemba (Zambia),language
4,821,Q3,ZM,19,Nyanja,nyan1308,Nyanja,language
4,822,Q3,ZM,19,Tonga,tong1318,Tonga (Zambia),language
4,823,Q3,ZM,19,Lozi,lozi1239,Lozi,language
4,824,Q3,ZM,19,Chewa,nyan1308,Nyanja,language
4,825,Q3,ZM,19,Nsenga,nsen1242,Nsenga,language
4,826,Q3,ZM,19,Tumbuka,tumb1250,Tumbuka,language
4,827,Q3,ZM,19,Kaonde,kaon1241,Kaonde,language
4,828,Q3,ZM,19,Luvale,luva1239,Luvale,language
4,829,Q3,ZM,19,Namwanga,nyam1275,Nyamwanga,language
4,830,Q3,ZM,19,Lunda,lund1266,Lunda,language
4,831,Q3,ZM,19,Bisa,lala1264,Lala-Bisa,language
4,832,Q3,ZM,19,Nkoya,nkoy1244,Nkoya,language
4,833,Q3,ZM,19,Mambwe,mamb1296,Mambwe-Lungu,language
4,834,Q3,ZM,19,Lenje,lenj1248,Lenje,language
4,835,Q3,ZM,19,Ngoni,nsen1242,Nsenga,language
4,836,Q3,ZM,19,Soli,soli1239,Soli,language
4,837,Q3,ZM,19,Ila,ilaa1246,Ila,language
4,838,Q3,ZM,19,Kunda,tumb1253,Tumbuka-Sena-Nyanja,family
4,839,Q3,ZM,19,Lala,lala1264,Lala-Bisa,language
4,840,Q3,ZM,19,Lamba,lamb1271,Lamba,language
4,841,Q3,ZM,19,Lungu,mamb1296,Mambwe-Lungu,language
4,842,Q3,ZM,19,Nyika,cent2285,Central and Southern Nyika,family
4,843,Q3,ZM,19,Senga,nsen1242,Nsenga,language
4,844,Q3,ZM,19,Tokaleya,tong1318,Tonga (Zambia),language
4,845,Q3,ZM,19,Ushi,aush1241,Aushi,language
4,860,Q3,ZW,20,Ndebele,nort2795,Zimbabwean Ndebele,language
4,861,Q3,ZW,20,Shona,shon1251,Shona,language
4,862,Q3,ZW,20,Venda,vend1245,Venda,language
4,863,Q3,ZW,20,Kalanga,kala1384,Kalanga,language
4,864,Q3,ZW,20,Tonga,tong1318,Tonga (Zambia),language
4,865,Q3,ZW,20,Nambya,namb1291,Nambya,language
4,866,Q3,ZW,20,Nyanja,nyan1308,Nyanja,language
4,995,Q3,BJ,1,Others,,,
4,995,Q3,BW,2,Others,,,
4,995,Q3,BF,3,Others,,,
4,995,Q3,GH,5,Others,,,
4,995,Q3,KE,6,Others,,,
4,995,Q3,LS,7,Others,,,
4,995,Q3,MZ,12,Others,,,
4,995,Q3,NG,14,Others,,,
4,995,Q3,SN,15,Others,,,
4,995,Q3,ZA,16,Others,,,
4,995,Q3,TZ,17,Others,,,
4,995,Q3,UG,18,Others,,,
4,995,Q3,ZM,19,Others,,,
4,995,Q3,ZW,20,Others,,,
5,-1,Q103,KE,6,Missing,,,
5,-1,Q103,LR,8,Missing,,,
5,-1,Q103,MZ,12,Missing,,,
5,-1,Q103,NA,13,Missing,,,
5,-1,Q103,ZA,16,Missing,,,
5,-1,Q103,ZW,20,Missing,,,
5,1,Q103,BJ,1,English,stan1293,English,language
5,1,Q103,BW,2,English,stan1293,English,language
5,1,Q103,GH,5,English,stan1293,English,language
5,1,Q103,KE,6,English,stan1293,English,language
5,1,Q103,LS,7,English,stan1293,English,language
5,1,Q103,LR,8,English,stan1293,English,language
5,1,Q103,MW,10,English,stan1293,English,language
5,1,Q103,NA,13,English,stan1293,English,language
5,1,Q103,NG,14,English,stan1293,English,language
5,1,Q103,ZA,16,English,stan1293,English,language
5,1,Q103,UG,18,English,stan1293,English,language
5,1,Q103,ZM,19,English,stan1293,English,language
5,1,Q103,ZW,20,English,stan1293,English,language
5,1,Q103,MU,21,English,stan1293,English,language
5,1,Q103,SL,22,English,stan1293,English,language
5,1,Q103,CM,26,English,stan1293,English,language
5,1,Q103,SZ,30,English,stan1293,English,language
5,2,Q103,BJ,1,French,stan1290,French,language
5,2,Q103,BF,3,French,stan1290,French,language
5,2,Q103,MG,9,French,stan1290,French,language
5,2,Q103,ML,11,French,stan1290,French,language
5,2,Q103,SN,15,French,stan1290,French,language
5,2,Q103,MU,21,French,stan1290,French,language
5,2,Q103,NE,23,French,stan1290,French,language
5,2,Q103,TG,24,French,stan1290,French,language
5,2,Q103,BI,25,French,stan1290,French,language
5,2,Q103,CM,26,French,stan1290,French,language
5,2,Q103,CI,27,French,stan1290,French,language
5,2,Q103,GN,28,French,stan1290,French,language
5,3,Q103,CV,4,Portuguese,port1283,Portuguese,language
5,3,Q103,MG,9,Portuguese,port1283,Portuguese,language
5,3,Q103,MZ,12,Portuguese,port1283,Portuguese,language
5,4,Q103,KE,6,Kiswahili,swah1253,Swahili,language
5,4,Q103,TZ,17,Kiswahili,swah1253,Swahili,language
5,5,Q103,DZ,31,Arabic,stan1318,Standard Arabic,language
5,5,Q103,EG,32,Arabic,stan1318,Standard Arabic,language
5,5,Q103,MA,33,Arabic,stan1318,Standard Arabic,language
5,5,Q103,SD,34,Arabic,stan1318,Standard Arabic,language
5,5,Q103,TN,35,Arabic,stan1318,Standard Arabic,language
5,7,Q103,NA,13,Afrikaans,afri1274,Afrikaans,language
5,7,Q103,ZA,16,Afrikaans,afri1274,Afrikaans,language
5,13,Q103,BF,3,Dioula,dyul1238,Dyula,language
5,13,Q103,CI,27,Dioula,dyul1238,Dyula,language
5,15,Q103,BF,3,Fulfuldé,west2454,Western Niger Fulfulde,language
5,15,Q103,NE,23,Fulfuldé,cent2018,Central-Eastern Niger Fulfulde,language
5,17,Q103,GH,5,Hausa,haus1257,Hausa,language
5,17,Q103,NG,14,Hausa,haus1257,Hausa,language
5,26,Q103,KE,6,Luo,luok1236,Luo (Kenya and Tanzania),language
5,26,Q103,UG,18,Luo,sout2831,Southern Lwoo,family
5,29,Q103,MZ,12,Ndau,ndau1241,Ndau,language
5,29,Q103,ZW,20,Ndau,ndau1241,Ndau,language
5,35,Q103,ZA,16,siSwati,swat1243,Swati,language
5,35,Q103,SZ,30,siSwati,swat1243,Swati,language
5,39,Q103,BJ,1,Yoruba,yoru1245,Yoruba,language
5,39,Q103,NG,14,Yoruba,yoru1245,Yoruba,language
5,100,Q103,BJ,1,Fon,fonn1241,Fon,language
5,101,Q103,BJ,1,Adja,ajab1235,Aja (Benin),language
5,102,Q103,BJ,1,Bariba,baat1238,Baatonum,language
5,103,Q103,BJ,1,Dendi,dend1243,Dendi (Benin),language
5,140,Q103,BW,2,Setswana,tswa1253,Tswana,language
5,180,Q103,BF,3,Mooré,moss1236,Mossi,language
5,220,Q103,CV,4,Crioulo,kabu1256,Kabuverdianu,language
5,260,Q103,GH,5,Akan,akan1250,Akan,language
5,261,Q103,GH,5,Ewe,ewee1241,Ewe,language
5,262,Q103,GH,5,Ga/Dangbe,gada1257,Ga-Dangme,family
5,263,Q103,GH,5,Dagbani,dagb1246,Dagbani,language
5,300,Q103,KE,6,Kikuyu,kiku1240,Kikuyu,language
5,302,Q103,KE,6,Luhya,luyi1234,Luyia,family
5,303,Q103,KE,6,Kamba,kamb1297,Kamba (Kenya),language
5,304,Q103,KE,6,Kalenjin,kale1246,Kalenjin,family
5,340,Q103,LS,7,Sesotho,sout2807,Southern Sotho,language
5,396,Q103,LR,8,Liberian Simple English,libe1240,Kru Pidgin English,language
5,420,Q103,MG,9,"""Official"" Malagasy",plat1254,Plateau Malagasy,language
5,421,Q103,MG,9,Malagasy dialect,mala1537,Malagasic,family
5,460,Q103,MW,10,Chitumbuka,tumb1250,Tumbuka,language
5,461,Q103,MW,10,Chichewa,nyan1308,Nyanja,language
5,501,Q103,ML,11,Bambara,bamb1269,Bambara,language
5,513,Q103,ML,11,Peulh / Fulfude,maas1239,Maasina Fulfulde,language
5,516,Q103,ML,11,Soninke,soni1259,Soninke,language
5,518,Q103,ML,11,Tamasheq,tuar1240,Tuareg,family
5,540,Q103,MZ,12,Makua,maku1279,Makua-Lomwe,family
5,541,Q103,MZ,12,Sena,nucl1396,Sena,language
5,543,Q103,MZ,12,Changana,tson1249,Tsonga,language
5,583,Q103,NA,13,Oshiwambo,kuan1247,Kuanyama,language
5,584,Q103,NA,13,Otjiherero,here1253,Herero,language
5,585,Q103,NA,13,Rukwangali,kwan1273,Kwangali,language
5,621,Q103,NG,14,Igbo,nucl1417,Igbo,language
5,623,Q103,NG,14,Pidgin English,nige1257,Nigerian Pidgin,language
5,660,Q103,SN,15,Wolof,nucl1347,Wolof,language
5,661,Q103,SN,15,Pulaar/Toucouleur,pula1263,Pulaar,language
5,665,Q103,SN,15,Diola,jola1263,Jola-Fonyi,language
5,702,Q103,ZA,16,Xhosa,xhos1239,Xhosa,language
5,703,Q103,ZA,16,Pedi/Spedi/North Sotho,pedi1238,Pedi,language
5,704,Q103,ZA,16,Sesotho/Sotho/South Sotho,sout2807,Southern Sotho,language
5,705,Q103,ZA,16,Setswana/Tswana,tswa1253,Tswana,language
5,706,Q103,ZA,16,Shangaan,tson1249,Tsonga,language
5,707,Q103,ZA,16,Swazi,swat1243,Swati,language
5,708,Q103,ZA,16,Venda,vend1245,Venda,language
5,709,Q103,ZA,16,Zulu,zulu1248,Zulu,language
5,711,Q103,ZA,16,Mixed - English/Afrikaans,afri1274,Afrikaans,language
5,712,Q103,ZA,16,Tsonga,tson1249,Tsonga,language
5,780,Q103,UG,18,Luganda,gand1255,Ganda,language
5,781,Q103,UG,18,Runyankole-Rukiga,nyan1307,Nyankole,language
5,782,Q103,UG,18,Runyoro-Rutooro,nyor1246,Nyoro,language
5,783,Q103,UG,18,Lusoga,soga1242,Soga,language
5,784,Q103,UG,18,Lumasaba,masa1299,Masaaba,language
5,787,Q103,UG,18,Ateso,teso1249,Teso,language
5,789,Q103,UG,18,Alur,alur1250,Alur,language
5,790,Q103,UG,18,Lugbara,lugb1240,Lugbara,language
5,791,Q103,UG,18,Madi,sout2827,Southern Moru-Madi,family
5,792,Q103,UG,18,Japadhola,adho1243,Adhola,language
5,798,Q103,UG,18,Kupsabinyi,kups1238,Kupsabiny,language
5,799,Q103,UG,18,Ngakarimajong,kara1483,Karamojong,language
5,809,Q103,UG,18,Lugwere,gwer1238,Gwere,language
5,820,Q103,ZM,19,Chewa/nyanja,nyan1308,Nyanja,language
5,821,Q103,ZM,19,Ichibemba,bemb1257,Bemba (Zambia),language
5,822,Q103,ZM,19,Tonga,tong1318,Tonga (Zambia),language
5,823,Q103,ZM,19,Kikaonde,kaon1241,Kaonde,language
5,824,Q103,ZM,19,Silozi,lozi1239,Lozi,language
5,860,Q103,ZW,20,Ndebele,nort2795,Zimbabwean Ndebele,language
5,861,Q103,ZW,20,Shona,shon1251,Shona,language
5,900,Q103,MU,21,Creole,mori1278,Morisyen,language
5,930,Q103,SL,22,Krio,krio1253,Krio,language
5,931,Q103,SL,22,Mende,mend1266,Mende (Sierra Leone),language
5,932,Q103,SL,22,Temne,timn1235,Timne,language
5,933,Q103,SL,22,Limba,limb1267,Limba,family
5,1100,Q103,NE,23,Haoussa,haus1257,Hausa,language
5,1101,Q103,NE,23,Zarrma/Songhaï,zarm1239,Zarma-Kaado,language
5,1103,Q103,NE,23,Touareg,tuar1240,Tuareg,family
5,1140,Q103,TG,24,Ewé,ewee1241,Ewe,language
5,1142,Q103,TG,24,Kabyè,kabi1261,Kabiyé,language
5,1143,Q103,TG,24,Tem (Kotokoli),temm1241,Tem,language
5,1144,Q103,TG,24,Ben (Moba),moba1244,Moba,language
5,1145,Q103,TG,24,Nawdem (Losso),nawd1238,Nawdm,language
5,1180,Q103,BI,25,Kirundi,rund1242,Rundi,language
5,1220,Q103,CM,26,Foufoulde,adam1253,Adamawa Fulfulde,language
5,1221,Q103,CM,26,Pidgin,came1254,Cameroon Pidgin,language
5,1222,Q103,CM,26,Ewondo,ewon1239,Ewondo,language
5,1223,Q103,CM,26,Bafang,fefe1239,Fe'fe',language
5,1300,Q103,GN,28,Soussou,susu1250,Susu,language
5,1301,Q103,GN,28,Poular,pula1262,Pular,language
5,1302,Q103,GN,28,Maninka,east2426,Eastern Maninkakan,language
5,1303,Q103,GN,28,Kpélé,guin1254,Guinea Kpelle,language
5,1304,Q103,GN,28,Toma,toma1245,Toma,language
5,1305,Q103,GN,28,Kissié,nort2765,Northern Kissi,language
5,9995,Q103,BJ,1,Other,,,
5,9995,Q103,KE,6,Other,,,
5,9995,Q103,LS,7,Other,,,
5,9995,Q103,MZ,12,Other,,,
5,9995,Q103,SN,15,Other,,,
5,9995,Q103,ZM,19,Other,,,
5,9995,Q103,ZW,20,Other,,,
5,9995,Q103,MU,21,Other,,,
5,9995,Q103,SL,22,Other,,,
5,9995,Q103,TG,24,Other,,,
5,9995,Q103,CM,26,Other,,,
5,9995,Q103,GN,28,Other,,,
5,9995,Q103,SZ,30,Other,,,
5,1,Q116,GH,5,English,stan1293,English,language
5,1,Q116,LR,8,English,stan1293,English,language
5,1,Q116,ZA,16,English,stan1293,English,language
5,1,Q116,SL,22,English,stan1293,English,language
5,1,Q116,CM,26,English,stan1293,English,language
5,2,Q116,CI,27,French,stan1290,French,language
5,3,Q116,MZ,12,Portuguese,port1283,Portuguese,language
5,4,Q116,TZ,17,Kiswahili,swah1253,Swahili,language
5,5,Q116,DZ,31,Arabic,alge1239,Algerian Arabic,language
5,5,Q116,EG,32,Arabic,egyp1253,Egyptian Arabic,language
5,5,Q116,MA,33,Arabic,moro1292,Moroccan Arabic,language
5,5,Q116,SD,34,Arabic,suda1236,Sudanese Arabic,language
5,5,Q116,TN,35,Arabic,tuni1259,Tunisian Arabic,language
5,10,Q116,LR,8,Bassa,nucl1418,Bassa,language
5,10,Q116,NG,14,Bassa,basa1282,Basa (Nigeria),language
5,10,Q116,CM,26,Bassa,basa1284,Basa (Cameroon),language
5,15,Q116,BF,3,Fulfuldé,west2454,Western Niger Fulfulde,language
5,15,Q116,NE,23,Fulfuldé,cent2018,Central-Eastern Niger Fulfulde,language
5,17,Q116,GH,5,Hausa,haus1257,Hausa,language
5,17,Q116,NG,14,Hausa,haus1257,Hausa,language
5,29,Q116,MZ,12,Ndau,ndau1241,Ndau,language
5,29,Q116,ZW,20,Ndau,ndau1241,Ndau,language
5,30,Q116,ZA,16,Ndebele,sout2808,Sumayela Ndebele,language
5,30,Q116,ZW,20,Ndebele,nort2795,Zimbabwean Ndebele,language
5,39,Q116,BJ,1,Yoruba,yoru1245,Yoruba,language
5,39,Q116,NG,14,Yoruba,yoru1245,Yoruba,language
5,100,Q116,BJ,1,Fon,fonn1241,Fon,language
5,101,Q116,BJ,1,Adja,ajab1235,Aja (Benin),language
5,102,Q116,BJ,1,Bariba,baat1238,Baatonum,language
5,103,Q116,BJ,1,Dendi,dend1243,Dendi (Benin),language
5,106,Q116,BJ,1,Peulh,fula1264,Fula,family
5,108,Q116,BJ,1,Boo,boko1266,Boko (Benin),language
5,140,Q116,BW,2,Setswana,tswa1253,Tswana,language
5,144,Q116,BW,2,Ikalanga/Sekalaka,kala1384,Kalanga,language
5,147,Q116,BW,2,Sebirwa,birw1238,Birwa,language
5,180,Q116,BF,3,Mooré,moss1236,Mossi,language
5,181,Q116,BF,3,Dioula,dyul1238,Dyula,language
5,184,Q116,BF,3,Gourounsi,fare1241,Farefare,language
5,185,Q116,BF,3,Bissa,biss1248,Bissa,language
5,189,Q116,BF,3,Lobi,lobi1245,Lobi,language
5,192,Q116,BF,3,Bwamu,bwam1247,Bwamu,family
5,196,Q116,BF,3,Kassena,kase1253,Kasem,language
5,197,Q116,BF,3,Fulsé,koro1298,Koromfé,language
5,220,Q116,CV,4,Crioulo,kabu1256,Kabuverdianu,language
5,260,Q116,GH,5,Akan,akan1250,Akan,language
5,261,Q116,GH,5,Ewe,ewee1241,Ewe,language
5,262,Q116,GH,5,Ga/Dangbe,gada1257,Ga-Dangme,family
5,263,Q116,GH,5,Dagbani,dagb1246,Dagbani,language
5,265,Q116,GH,5,Dagare,sout2789,Central Dagaare,language
5,266,Q116,GH,5,Waale,wali1263,Wali (Ghana),language
5,272,Q116,GH,5,Frafra,fare1241,Farefare,language
5,300,Q116,KE,6,Kikuyu,kiku1240,Kikuyu,language
5,301,Q116,KE,6,Luo,luok1236,Luo (Kenya and Tanzania),language
5,302,Q116,KE,6,Luhya,luyi1234,Luyia,family
5,303,Q116,KE,6,Kamba,kamb1297,Kamba (Kenya),language
5,304,Q116,KE,6,Kalenjin,kale1246,Kalenjin,family
5,305,Q116,KE,6,Kisii,gusi1247,Gusii,language
5,306,Q116,KE,6,Meru / Embu,cent2274,Central Kenya Bantu,family
5,310,Q116,KE,6,Somali,soma1255,Somali,language
5,340,Q116,LS,7,Sesotho,sout2807,Southern Sotho,language
5,384,Q116,LR,8,Gio,dann1241,Dan,language
5,385,Q116,LR,8,Gola,gola1255,Gola,language
5,386,Q116,LR,8,Grebo,greb1256,Liberian Grebo,family
5,387,Q116,LR,8,Kissi,sout2778,Southern Kisi,language
5,388,Q116,LR,8,Kpelle,libe1247,Liberia Kpelle,language
5,390,Q116,LR,8,Kru,klao1243,Klao,language
5,391,Q116,LR,8,Lorma,loma1260,Loma (Liberia),language
5,393,Q116,LR,8,Mano,mann1248,Mann,language
5,395,Q116,LR,8,Vai,vaii1241,Vai,language
5,420,Q116,MG,9,"""Official"" Malagasy",plat1254,Plateau Malagasy,language
5,421,Q116,MG,9,Malagasy dialect,mala1537,Malagasic,family
5,460,Q116,MW,10,Chitumbuka,tumb1250,Tumbuka,language
5,463,Q116,MW,10,Chichewa,nyan1308,Nyanja,language
5,466,Q116,MW,10,Chilomwe,mala1256,Malawi Lomwe,language
5,471,Q116,MW,10,Chitonga,tong1321,Tonga (Nyasa),language
5,501,Q116,ML,11,Bambara,bamb1269,Bambara,language
5,503,Q116,ML,11,Bobo,bomu1247,Bomu,language
5,505,Q116,ML,11,Dogon,dogo1299,Dogon,family
5,509,Q116,ML,11,Malinké,west2499,West Manding,family
5,513,Q116,ML,11,Peulh / Fulfude,maas1239,Maasina Fulfulde,language
5,516,Q116,ML,11,Soninké / Sarakollé,soni1259,Soninke,language
5,517,Q116,ML,11,Sonrhaï,song1307,Songhay,family
5,518,Q116,ML,11,Tamasheq,tuar1240,Tuareg,family
5,540,Q116,MZ,12,Makua,maku1279,Makua-Lomwe,family
5,541,Q116,MZ,12,Sena,nucl1396,Sena,language
5,543,Q116,MZ,12,Changana,tson1249,Tsonga,language
5,548,Q116,MZ,12,Chuabo,chuw1238,Chuwabu,language
5,554,Q116,MZ,12,Chitewe,tewe1238,Tewe,language
5,555,Q116,MZ,12,Chitswa,tswa1255,Tswa,language
5,582,Q116,NA,13,Nama/Damara,nama1264,Nama (Namibia),language
5,583,Q116,NA,13,Oshiwambo (Oshindonga/Oshikwanyama),ndon1253,Ndonga (R.20),family
5,584,Q116,NA,13,Otjiherero,here1253,Herero,language
5,585,Q116,NA,13,Rukwangali,kwan1273,Kwangali,language
5,586,Q116,NA,13,Rugririku/Rumanyo,diri1252,Diriku,language
5,588,Q116,NA,13,Silozi,lozi1239,Lozi,language
5,621,Q116,NG,14,Igbo,nucl1417,Igbo,language
5,628,Q116,NG,14,Ibibio,ibib1240,Ibibio,language
5,629,Q116,NG,14,Kanuri,kanu1281,Kanuric,family
5,630,Q116,NG,14,Tiv,tivv1240,Tiv,language
5,632,Q116,NG,14,Ijaw,ijoo1239,Ijo,family
5,633,Q116,NG,14,Edo,bini1246,Bini,language
5,634,Q116,NG,14,Igala,igal1242,Igala,language
5,639,Q116,NG,14,Idoma,idom1241,Idoma,language
5,642,Q116,NG,14,Jukun,juku1254,Jukun Takum,language
5,652,Q116,NG,14,Bajju,jjuu1238,Jju,language
5,660,Q116,SN,15,Wolof,nucl1347,Wolof,language
5,661,Q116,SN,15,Pulaar/Toucouleur,pula1263,Pulaar,language
5,662,Q116,SN,15,Serer,sere1260,Sereer,language
5,663,Q116,SN,15,Mandinka/Bambara,mand1435,Manding,family
5,664,Q116,SN,15,Soninke,soni1259,Soninke,language
5,665,Q116,SN,15,Diola,jola1263,Jola-Fonyi,language
5,700,Q116,ZA,16,Afrikaans,afri1274,Afrikaans,language
5,702,Q116,ZA,16,Xhosa,xhos1239,Xhosa,language
5,703,Q116,ZA,16,Pedi/Spedi/North Sotho,pedi1238,Pedi,language
5,704,Q116,ZA,16,Sesotho/Sotho/South Sotho,sout2807,Southern Sotho,language
5,705,Q116,ZA,16,Setswana/Tswana,tswa1253,Tswana,language
5,706,Q116,ZA,16,Shangaan,tson1249,Tsonga,language
5,707,Q116,ZA,16,Swazi,swat1243,Swati,language
5,708,Q116,ZA,16,Venda,vend1245,Venda,language
5,709,Q116,ZA,16,Zulu,zulu1248,Zulu,language
5,740,Q116,TZ,17,Kinyakyusa,nyak1260,Nyakyusa-Ngonde,language
5,741,Q116,TZ,17,Kichaga,moch1256,Mochi,language
5,742,Q116,TZ,17,Kihaya,haya1250,Haya,language
5,745,Q116,TZ,17,Kipare,asut1235,Asu (Tanzania),language
5,746,Q116,TZ,17,Kihehe,hehe1240,Hehe,language
5,749,Q116,TZ,17,Kisukuma,suku1261,Sukuma,language
5,751,Q116,TZ,17,Kimeru,rwaa1238,Rwa,language
5,752,Q116,TZ,17,Kikurya,kuri1259,Kuria,language
5,764,Q116,TZ,17,Kijita,jita1239,Jita,language
5,780,Q116,UG,18,Luganda,gand1255,Ganda,language
5,781,Q116,UG,18,Runyankole,nyan1307,Nyankole,language
5,782,Q116,UG,18,Runyoro,nyor1246,Nyoro,language
5,783,Q116,UG,18,Lusoga,soga1242,Soga,language
5,784,Q116,UG,18,Lumasaba,masa1299,Masaaba,language
5,785,Q116,UG,18,Lukhonjo,konz1239,Konzo,language
5,787,Q116,UG,18,Ateso,teso1249,Teso,language
5,788,Q116,UG,18,Acholi,acol1236,Acoli,language
5,789,Q116,UG,18,Alur,alur1250,Alur,language
5,790,Q116,UG,18,Lugbara,lugb1240,Lugbara,language
5,791,Q116,UG,18,Madi,sout2827,Southern Moru-Madi,family
5,792,Q116,UG,18,Japadhola,adho1243,Adhola,language
5,793,Q116,UG,18,Lusamia,saam1283,Saamia,language
5,794,Q116,UG,18,Lugwere,gwer1238,Gwere,language
5,795,Q116,UG,18,Rukiga,chig1238,Chiga,language
5,796,Q116,UG,18,Rutooro,toor1238,Tooro,language
5,797,Q116,UG,18,Langi,lang1324,Lango (Uganda),language
5,798,Q116,UG,18,Kupsabinyi,kups1238,Kupsabiny,language
5,799,Q116,UG,18,Ngakarimajong,kara1483,Karamojong,language
5,800,Q116,UG,18,Rufumbira,kiny1244,Kinyarwanda,language
5,820,Q116,ZM,19,Bemba,bemb1257,Bemba (Zambia),language
5,821,Q116,ZM,19,Nyanja,nyan1308,Nyanja,language
5,822,Q116,ZM,19,Tonga,tong1318,Tonga (Zambia),language
5,823,Q116,ZM,19,Lozi,lozi1239,Lozi,language
5,825,Q116,ZM,19,Nsenga,nsen1242,Nsenga,language
5,826,Q116,ZM,19,Tumbuka,tumb1250,Tumbuka,language
5,827,Q116,ZM,19,Kaonde,kaon1241,Kaonde,language
5,828,Q116,ZM,19,Luvale,luva1239,Luvale,language
5,829,Q116,ZM,19,Lala,lala1264,Lala-Bisa,language
5,833,Q116,ZM,19,Senga,nsen1242,Nsenga,language
5,845,Q116,ZM,19,Ila,ilaa1246,Ila,language
5,846,Q116,ZM,19,Nyika,cent2285,Central and Southern Nyika,family
5,861,Q116,ZW,20,Shona,shon1251,Shona,language
5,862,Q116,ZW,20,Zezuru,shon1251,Shona,language
5,863,Q116,ZW,20,Korekore,shon1251,Shona,language
5,864,Q116,ZW,20,Karanga,shon1251,Shona,language
5,865,Q116,ZW,20,Manyika,many1258,Manyika,language
5,900,Q116,MU,21,Creole,mori1278,Morisyen,language
5,901,Q116,MU,21,Bhojpuri,bhoj1244,Bhojpuri,language
